ID,Language_ID,Parameter_ID,Value,Source_Language_ID,Inventory_ID,OnlyInLoanwords,Result,NewDistinction,PhonemeComments
298,kala1374,298,ɣ,,102,mostly,other distributional change,unknown,
299,kala1374,299,q,,102,mostly,other distributional change,unknown,
300,kala1374,300,x,,102,mostly,other distributional change,unknown,
301,kala1374,301,z,,102,mostly,other distributional change,unknown,
302,kaur1271,302,ɽ,stan1306,103,yes,new phoneme,no,Source language: Papuan Malay?
303,kaur1271,303,t̠ʃ,stan1306,103,yes,new phoneme,no,Source language: Papuan Malay?
304,kawa1283,304,hʷ,"stan1288,tuba1278,serr1255",104,no,other distributional change,to be checked,"Word-initially only in loans, medially in apparent native words"
305,kawa1283,305,l,"stan1288,tuba1278,serr1255",104,yes,new phoneme,to be checked,
306,kawa1283,306,ŋ,"stan1288,tuba1278,serr1255",104,yes,new phoneme,to be checked,
307,kaza1248,307,f,russ1263,105,yes,new phoneme,to be checked,"Kazakh [f] is restricted to loanwords, where it can alternatively be replaced by [p], e.g. aftobus ~ aptobus 'bus'"
308,nort2672,308,b,russ1263,106,yes,other distributional change,unknown,
309,nort2672,309,ɕː,russ1263,106,yes,other distributional change,unknown,
310,nort2672,310,d,russ1263,106,yes,other distributional change,unknown,
311,nort2672,311,f,russ1263,106,yes,other distributional change,unknown,
312,nort2672,312,ɡ,russ1263,106,yes,other distributional change,unknown,
313,nort2672,313,ts,russ1263,106,yes,other distributional change,unknown,
314,nort2672,314,t̠ʃ,russ1263,106,yes,other distributional change,unknown,
315,nort2672,315,z,russ1263,106,yes,other distributional change,unknown,
316,nort2672,316,ʒ,russ1263,106,yes,other distributional change,unknown,
317,khan1273,317,ʃ,,107,unknown,to be checked,to be checked,"(loan,limited)"
318,kend1254,318,ə,indo1316,108,yes,new phoneme,no,in free variation with [a]
319,kend1254,319,h,indo1316,108,no,other distributional change,no,"appears word initially only in loanwords. there are native roots with initial /h/, pronounced only after prefixes."
320,kend1254,320,j,"indo1316,dutc1256",108,no,other distributional change,no,appear word initially and word finally only in loanwords
321,kend1254,321,l,indo1316,108,yes,new phoneme,no,/l/ appears in other dialects of Kendayan.
322,kend1254,322,w,"indo1316,dutc1256",108,no,other distributional change,no,appear word initially and word finally only in loanwords
323,kham1281,323,s,,109,yes,new phoneme,to be checked,"Traces of original *s remain before i, but this sound evidently has a different pronunciation,"
324,khit1238,324,f,macr1272,110,yes,new phoneme,no,
325,khit1238,325,m,macr1272,110,yes,phonologization of allophone,no,"The (f) and (m) within parentheses can occur only in loan words. However, the nasal phone and its prestopped counterpart [bm] can occur as variants of the phoneme /n/."
326,khva1239,326,w,arab1395,111,no,new phoneme,no,"phoneme appears in onomatopeia, labialization is phonemic in Khwarshi"
327,khva1239,327,x,avar1256,111,yes,new phoneme,no,"indirect influence of other languages (persian, arabic, turkic, georgian) through Avar"
328,khva1239,328,ʕ,arab1395,111,no,new phoneme,no,"appears in onomatopeia, pharyngealization is phonemic in Khwarshi"
329,nort3142,329,ɡ,,112,yes,new phoneme,no,"Source language is Kurdish, Turkish, or Aramaic"
330,nort3142,330,p,,112,yes,new phoneme,no,"Source language is Kurdish, Turkish, or Aramaic"
331,nort3142,331,t̠ʃ,,112,yes,new phoneme,no,"Source language is Kurdish, Turkish, or Aramaic"
332,nort3142,332,v,,112,yes,new phoneme,no,"Source language is Kurdish, Turkish, or Aramaic"
333,nort3142,333,ʒ,,112,yes,new phoneme,no,"Source language is Kurdish, Turkish, or Aramaic"
334,kipu1237,334,d̠ʒ,stan1306,113,no,other distributional change,no,appears in few native words
335,kipu1237,335,ɡ,stan1306,113,no,other distributional change,no,appears in few native words
336,kipu1237,336,ɪ,saba1263,113,yes,new phoneme,lax vowels,Source language: Brunei Malay
337,kipu1237,337,ʊ,saba1263,113,yes,new phoneme,lax vowels,Source language: Brunei Malay
338,koki1244,338,d̠ʒ,stan1293,114,yes,new phoneme,affricate,Bradshaw gives only names as examples
339,koki1244,339,h,doro1266,114,yes,new phoneme,glottal,
340,koki1244,340,kʷ,stan1293,114,yes,new phoneme,labialized,/w/ is also a marginal loan phoneme
341,koki1244,341,l,hiri1237,114,yes,new phoneme,no,
342,koki1244,342,pʰ,stan1293,114,yes,new phoneme,no,"aspiration is not phonemic, all plosives are aspirated"
343,koki1244,343,t̠ʃ,stan1293,114,yes,new phoneme,affricate,
344,koki1244,344,w,,114,no,other distributional change,no,"marginal, /u/+V sequences appear in native phonology"
345,koki1244,345,z,stan1293,114,yes,new phoneme,no,
346,koki1244,346,ʔ,doro1266,114,yes,new phoneme,glottal,
347,kome1238,347,b,"indo1316,arab1395,stan1293",115,no,other distributional change,no,appears word finally only in loanwords
348,kome1238,348,d,"indo1316,arab1395,stan1293",115,no,other distributional change,no,appears word finally only in loanwords
349,kome1238,349,z,"indo1316,arab1395",115,yes,new phoneme,no,somtimes replaced by native /dʒ/.
350,komi1269,350,f,russ1263,116,yes,unknown,unknown,
351,komi1269,351,rʲ,russ1263,116,yes,unknown,unknown,"Appears only in loans from Russian. However, the sources do not include it in phoneme charts."
352,komi1269,352,ts,russ1263,116,yes,unknown,unknown,
353,komi1269,353,x,russ1263,116,yes,unknown,unknown,
354,komi1277,354,f,russ1263,117,yes,unknown,unknown,
355,komi1277,355,rʲ,russ1263,117,yes,unknown,unknown,"Appears only in loans from Russian. However, the sources do not include it in phoneme charts."
356,komi1277,356,ts,russ1263,117,yes,unknown,unknown,
357,komi1268,357,f,russ1263,118,yes,unknown,unknown,
358,komi1268,358,rʲ,russ1263,118,yes,unknown,unknown,"Appears only in loans from Russian. However, the sources do not include it in phoneme charts."
359,komi1268,359,ts,russ1263,118,yes,unknown,unknown,
360,komi1268,360,x,russ1263,118,yes,unknown,unknown,
361,kona1242,361,d̠ʒ,tokp1240,119,yes,new phoneme,affricate,appears only in names taken from Tok Pisin
362,kona1242,362,ɾ,tokp1240,119,no,phonologization of allophone,no,"allophone of /ɭ/, appears as a separate phoneme only in names taken from Tok Pisin"
363,kona1242,363,v,tokp1240,119,yes,new phoneme,labiodental,appears only in names taken from Tok Pisin
364,kora1295,364,ə,stan1293,120,yes,new phoneme,no,"uncommon, most loans are adapted to native phonology."
365,kora1295,365,ʃ,stan1293,120,yes,new phoneme,postalveolar,"uncommon, most loans are adapted to native phonology."
366,kora1295,366,t̠ʃ,stan1293,120,yes,new phoneme,postalveolar,"uncommon, most loans are adapted to native phonology."
367,kora1295,367,z,stan1293,120,yes,new phoneme,no,"uncommon, most loans are adapted to native phonology."
368,koys1241,368,ʒ,,122,yes,to be checked,to be checked,
369,koyr1240,369,õ,"stan1290,bamb1269",123,no,other distributional change,no,
370,koyr1240,370,p,stan1290,123,yes,new phoneme,no,"most stems containing p are loanwords from French or other languages, e.g., piisi 'bundle (of women's garments)' (<Fr. puce)."
371,koyr1240,371,ʃ,"stan1290,arab1395",123,yes,phonologization of allophone,no,"the distinction between s and S is clearer in KCh than in KS, where s often"
372,koyr1240,372,x,arab1395,123,yes,new phoneme,no,confined to a few Arabic loanwords like alxabar 'news'
373,koyr1240,373,z,"arab1395,stan1290",123,yes,new phoneme,no,"occur in Arabic and French loans, z being the preferred pronunciation: zerbwa 'jerboa (rodent)' (<Ar. with Fr. overlay),"
374,koyr1240,374,ʒ,"arab1395,stan1290",123,yes,new phoneme,no,"occur in Arabic and French loans, z being the preferred pronunciation: zerbwa 'jerboa (rodent)' (<Ar. with Fr. overlay),"
375,koyr1240,375,ʔ,arab1395,123,yes,new phoneme,no,"this sound is fairly common in Arabic, and certain Songhays who know some Arabic retain the sound in borrowings: daa'iman 'never'."
376,culi1244,376,r,braz1246,125,no,other distributional change,no,exists in Kulina but barred from being word initial; with loans - word initial
377,culi1244,377,s,braz1246,125,mostly,other distributional change,no,Other indigenous languages as source languages too. Appears also in onomatopoeias.
378,kuru1302,378,ɳ,,126,unknown,to be checked,to be checked,"(allo,loan)"
379,kuru1302,379,ŋ,,126,unknown,to be checked,to be checked,"(loan,allo) spaAllophoneDescription: [n-retroflex]"
380,kute1249,380,l,stan1293,127,yes,new phoneme,unknown,"Many English-origin sounds are found in speech, but were not treated as borrowed sounds"
381,lahu1253,381,w,,128,yes,to be checked,to be checked,(loan)
382,lavu1241,382,d,piji1239,129,no,other distributional change,voicing,"is fairly small; many are clear borrowings, such as seytaan 'devil' from Arabic and"
383,lavu1241,383,p,piji1239,129,no,other distributional change,voicing,"very uncommon. appears in 14 words, 6 of them are obvious loans. no minimal pairs with /b/. vocing seems to be marginal in Lavukavele"
384,lith1251,384,f,,130,yes,other distributional change,unknown,
385,lith1251,385,fʲ,,130,yes,other distributional change,unknown,
386,lith1251,386,ɣ,,130,yes,other distributional change,unknown,
387,lith1251,387,ɣʲ,,130,yes,other distributional change,unknown,
388,lith1251,388,ɔ,,130,yes,other distributional change,unknown,
389,lith1251,389,x,,130,yes,other distributional change,unknown,
390,lith1251,390,xʲ,,130,yes,other distributional change,unknown,
391,logb1245,391,p,"stan1293,ewee1241",131,no,new phoneme,no,phoneme appears also in ideophones
392,louu1245,392,b,tokp1240,132,yes,new phoneme,voicing,allophone of /p/ between vowels in native phonology
393,louu1245,393,ɡ,tokp1240,132,yes,new phoneme,voicing,allophone of /k/ between vowels in native phonology
394,luok1236,394,ʃ,,133,yes,to be checked,to be checked,(loan)
395,nucl1460,395,f,"arab1395,stan1293",134,yes,new phoneme,labiodental,
396,nucl1460,396,h,"arab1395,indo1316,stan1293",134,yes,new phoneme,no,
397,nucl1460,397,j,,134,no,other distributional change,no,"phonemic only word finally in native phonology, appears also in epenthesis"
398,nucl1460,398,w,,134,no,other distributional change,no,"phonemic only in loan words, appears in epenthesis"
399,maka1317,399,ʎ,"macr1272,tetu1245",135,unknown,new phoneme,no,
400,maka1317,400,ɲ,"macr1272,tetu1245",135,unknown,new phoneme,no,
401,maka1317,401,p,"macr1272,tetu1245",135,unknown,new phoneme,no,
402,maka1317,402,r,"macr1272,tetu1245",135,unknown,new phoneme,trill,
403,maka1317,403,ʃ,"macr1272,tetu1245",135,unknown,new phoneme,no,
404,maka1317,404,v,"macr1272,tetu1245",135,unknown,new phoneme,no,
405,maka1317,405,z,"macr1272,tetu1245",135,unknown,new phoneme,no,
406,maka1317,406,ʒ,"macr1272,tetu1245",135,unknown,new phoneme,no,
407,makl1245,407,b,"tetu1245,indo1316,macr1272",136,no,new phoneme,to be checked,"phoneme /b/ appears in place names, which is the only case of voicing distinction in Makalero native phonology."
408,makl1245,408,d̠ʒ,indo1316,136,yes,new phoneme,to be checked,phoneme has allophone /dz/
409,makl1245,409,ɡ,"tetu1245,indo1316,macr1272",136,yes,new phoneme,to be checked,
410,makl1245,410,ŋ,indo1316,136,yes,new phoneme,no,commonly realized as /n/
411,makl1245,411,t̠ʃ,indo1316,136,yes,new phoneme,to be checked,phoneme has an allphone /ts/
412,makl1245,412,v,macr1272,136,no,phonologization of allophone,no,commonly realized as /b/. in native phonology [v] and [β] are allophones of /u/
413,makl1245,413,z,macr1272,136,yes,new phoneme,voicing,
414,mamm1241,414,b,stan1288,137,yes,new phoneme,voicing,"Mam does not have voicing distinction, ejective/glottalized phonemes are sometimes voiced. appears in one native word"
415,mamm1241,415,d,stan1288,137,yes,new phoneme,voicing,"Mam does not have voicing distinction, ejective/glottalized phonemes are sometimes voiced"
416,mamm1241,416,ɡ,stan1288,137,yes,new phoneme,voicing,"Mam does not have voicing distinction, ejective/glottalized phonemes are sometimes voiced"
417,mamm1241,417,ɾ,stan1288,137,mostly,new phoneme,tap,has an allophone /r/
418,mamb1294,418,d̠ʒ,,138,yes,to be checked,to be checked,
419,mamb1294,419,mb,,138,yes,to be checked,to be checked,
420,mamb1294,420,nd,,138,yes,to be checked,to be checked,
421,mamb1294,421,ŋɡ,,138,yes,to be checked,to be checked,
422,mana1298,422,e,tokp1240,139,yes,new phoneme,no,
423,mana1298,423,o,tokp1240,139,yes,new phoneme,no,
424,payn1244,424,o,tokp1240,140,yes,new phoneme,no,mid front vowel /e/ is rare
425,nucl1706,425,d̠ʒ,,141,yes,to be checked,to be checked,Source languages: Arabic or Persian
426,nucl1706,426,ðˤ,arab1395,141,yes,new phoneme,no,
427,nucl1706,427,ħ,,141,yes,to be checked,to be checked,Source languages: Arabic or Persian
428,nucl1706,428,t̠ʃ,,141,yes,to be checked,to be checked,Source languages: Arabic or Persian
429,nucl1706,429,zˤ,arab1395,141,yes,new phoneme,no,
430,nucl1706,430,ʕ,,141,yes,to be checked,to be checked,Source languages: Arabic or Persian
431,mang1381,431,ʎ,yang1288,142,yes,new phoneme,no,"phoneme appears only in loans from other australian languages, English loans are adapted to native phonological system"
432,mapu1245,432,ʃ,stan1288,143,yes,new phoneme,no,
433,marg1265,433,ɛ,,144,unknown,to be checked,to be checked,"(loan,surface)"
434,marg1265,434,ɔ,,144,unknown,to be checked,to be checked,"(loan,surface,allo)"
435,mauw1238,435,ŋ,mala1494,145,no,new phoneme,no,used also in personal names
436,maib1239,436,d̠ʒ,stan1306,146,yes,new phoneme,affricate,"uncommon, seems to appear due to switcing. Source language: Papuan Malay?"
437,maib1239,437,t̠ʃ,stan1306,146,yes,new phoneme,affricate,"uncommon, seems to appear due to switcing. Source language: Papuan Malay?"
438,mehe1243,438,p,tokp1240,147,yes,new phoneme,no,"appears also in several plant and animal names, may be onomatopeic. no minimal pairs were found."
439,mezq1235,439,l,,148,yes,to be checked,to be checked,(loan)
440,mezq1235,440,t̠ʃ,,148,yes,to be checked,to be checked,(loan)
441,mian1256,441,l,tokp1240,149,no,phonologization of allophone,no,"appears word innitially in Tok Pisin loans, in native phonoly has an allophone [d]"
442,miga1241,442,d̠ʒ,tokp1240,150,yes,new phoneme,no,
443,miga1241,443,r,tokp1240,150,yes,phonologization of allophone,trill,allophone of /l/ in native phonology (northern dialect)
444,mlah1239,444,d̠ʒ,,151,yes,to be checked,to be checked,
445,mlah1239,445,dˤ,,151,yes,to be checked,to be checked,
446,mlah1239,446,ðˤ,,151,yes,to be checked,to be checked,
447,mlah1239,447,t̠ʃ,,151,yes,to be checked,to be checked,
448,mlah1239,448,ʒ,,151,yes,to be checked,to be checked,
449,hebr1245,449,d̠ʒ,,152,yes,new phoneme,no,Hebrew did not have affricates other than /ts/. Some sources include Arabic (dʒanana 'craze').
450,hebr1245,450,t̠ʃ,,152,yes,new phoneme,no,"Modern Hebrew did not have affricates other than /ts/. It does however have heteromorphemic affricate-like sequences, as in tʃma 'listen!'."
451,hebr1245,451,w,,152,yes,new phoneme,no,
452,hebr1245,452,ʒ,,152,yes,new phoneme,no,
453,mong1330,453,k,,153,no,to be checked,unknown,Only in recent loanwords and 'descriptive items'
454,mong1330,454,kʲ,,153,no,to be checked,unknown,Only in recent loanwords and 'descriptive items'
455,mong1330,455,p,,153,no,to be checked,unknown,Only in recent loanwords and 'descriptive items'
456,mong1330,456,pʲ,,153,no,to be checked,unknown,Only in recent loanwords and 'descriptive items'
457,mong1331,457,f,russ1263,154,yes,to be checked,to be checked,occurs with speakers who know Russian well. others substitute it with [pʰ]
458,mong1331,458,k,russ1263,154,yes,to be checked,to be checked,occurs with speakers who know Russian well. others substitute it with [x]
459,mong1331,459,ɬ,tibe1272,154,yes,to be checked,to be checked,
460,mong1331,460,ɮ,"russ1263,tibe1272",154,no,other distributional change,to be checked,"natively never word-initially, borrowing has broadened its distribution"
461,mong1331,461,ɮʲ,"russ1263,tibe1272",154,no,other distributional change,to be checked,"natively never word-initially, borrowing has broadened its distribution"
462,mong1331,462,pʰ,russ1263,154,yes,to be checked,to be checked,
463,mong1331,463,pʲʰ,russ1263,154,yes,to be checked,to be checked,
464,mong1331,464,r,"russ1263,tibe1272",154,no,other distributional change,to be checked,"natively never word-initially, borrowing has broadened its distribution"
465,mong1331,465,rʲ,"russ1263,tibe1272",154,no,other distributional change,to be checked,"natively never word-initially, borrowing has broadened its distribution"
466,mong1331,466,w,"russ1263,tibe1272",154,no,other distributional change,to be checked,"natively never word-initially, borrowing has broadened its distribution"
467,mong1331,467,wʲ,"russ1263,tibe1272",154,no,other distributional change,to be checked,"natively never word-initially, borrowing has broadened its distribution"
468,mudu1242,468,s,tokp1240,156,yes,new phoneme,no,
469,munj1244,469,q,dari1249,157,yes,other distributional change,unknown,
470,musq1240,470,b,stan1293,158,yes,new phoneme,voicing,"very uncommon, Musqueam originally did not have voicing distinction"
471,musq1240,471,d,chin1272,158,no,new phoneme,voicing,"appears in onomatopeia, very uncommon"
472,musq1240,472,d̠ʒ,chin1272,158,yes,new phoneme,voicing,"very uncommon, recorded only in one word /kindʒadʒ/ 'englishman'"
473,musq1240,473,f,stan1293,158,yes,new phoneme,no,
474,musq1240,474,ɣ,chin1272,158,yes,new phoneme,to be checked,"very uncommon, exact phonetic articulation is not mentioned"
475,musq1240,475,k,"chin1272,stan1293",158,yes,new phoneme,no,"very uncommon, appears in two native words and in baby-talk"
476,musq1240,476,u,,158,no,new phoneme,back vowels,"phoneme appears mostly in loans, has no morphological role."
477,muss1246,477,ɡ,tokp1240,159,no,phonologization of allophone,no,uncommon. appears as allophone of /ɣ/ in native phonology
478,sout2857,478,k,bisl1239,160,no,other distributional change,no,appears in coda position only in loan words and onomatopeia
479,naka1262,479,n,"kuan1248,tokp1240",161,yes,new phoneme,no,
480,naka1262,480,ŋ,"kuan1248,tokp1240",161,yes,new phoneme,no,
481,nama1265,481,c,,162,unknown,to be checked,to be checked,"(loan,allo)"
482,nama1265,482,f,,162,yes,to be checked,to be checked,(loan)
483,nama1265,483,l,,162,yes,to be checked,to be checked,(loan)
484,nava1243,484,xʷ,,163,unknown,to be checked,to be checked,"(loan,allo,free)"
485,naxi1245,485,f,mand1415,164,mostly,phonologization of allophone,to be checked,
486,ngka1235,486,ɡ,"moro1289,nucl1622,indo1316",165,yes,new phoneme,no,voicing is a marginal feature in the language
487,nhan1238,487,aː,,166,yes,new phoneme,to be checked,
488,nhan1238,488,e,stan1293,166,yes,new phoneme,unknown,
489,nhan1238,489,o,stan1293,166,yes,new phoneme,unknown,"represents palatalization of s before {;', e}. However, the number of stems containing s"
490,nhan1238,490,oː,,166,yes,new phoneme,to be checked,
491,nucl1633,491,ɡ,stan1306,167,no,phonologization of allophone,no,appears as an allophone of /d/ in one postposition. Prenasalised /ŋg/ appears in native phonology.. Source language: Papuan Malay?
492,nucl1633,492,t̠ʃ,stan1306,167,yes,new phoneme,affricate,Source language: Papuan Malay?
493,noga1249,493,f,russ1263,168,yes,other distributional change,unknown,
494,noga1249,494,ts,russ1263,168,yes,other distributional change,unknown,
495,noga1249,495,t̠ʃ,russ1263,168,yes,other distributional change,unknown,
496,nort2697,496,f,,169,yes,to be checked,to be checked,(loan)
497,nort2697,497,k,,169,yes,to be checked,to be checked,(loan)
498,mans1258,498,ɡ,russ1263,170,yes,new phoneme,to be checked,
499,bamb1262,499,d̠ʒ,egyp1254,172,yes,new phoneme,to be checked,Only affricate in the system. /tS/ is very rare and occurs in free variation with /S/
500,nuuc1236,500,ɔ,,173,unknown,to be checked,to be checked,"(limited,loan)"
501,nuuc1236,501,ɔː,,173,unknown,to be checked,to be checked,"(limited,loan)"
502,nuuc1236,502,qʷʼ,,173,unknown,to be checked,to be checked,"(loan,limited)"
503,nuuc1236,503,qʼ,,173,unknown,to be checked,to be checked,"(loan,limited)"
504,nuuc1236,504,χ,,173,unknown,to be checked,to be checked,"(loan,limited)"
505,nuuc1236,505,χʷ,,173,unknown,to be checked,to be checked,"(loan,limited)"
506,ocot1243,506,ɡ,stan1288,174,yes,new phoneme,no,
507,ocot1243,507,mb,stan1288,174,yes,new phoneme,no,
508,ocot1243,508,r,stan1288,174,yes,new phoneme,no,
509,ocot1243,509,ɾ,stan1288,174,yes,new phoneme,no,
510,ocot1242,510,l,stan1288,175,mostly,other distributional change,to be checked,no other rhotics or laterals
511,ocot1242,511,r,stan1288,175,mostly,other distributional change,to be checked,No other rhotics or laterals
512,kalm1243,512,ɕː,russ1263,176,yes,other distributional change,unknown,
513,kalm1243,513,f,russ1263,176,yes,other distributional change,unknown,
514,kalm1243,514,ʒ,russ1263,176,yes,other distributional change,unknown,
515,oira1263,515,b,dutc1256,177,yes,new phoneme,no,"appears only in two loawords, in most loanwords b>w"
516,olut1240,516,b,stan1288,178,yes,new phoneme,to be checked,"The sounds /b/, /d/, /g/ and /f/, which are not listed in the previous chart, only occur in borrowed words from Spanish."
517,olut1240,517,d,stan1288,178,yes,new phoneme,to be checked,"The sounds /b/, /d/, /g/ and /f/, which are not listed in the previous chart, only occur in borrowed words from Spanish."
518,olut1240,518,f,stan1288,178,yes,new phoneme,no,"The sounds /b/, /d/, /g/ and /f/, which are not listed in the previous chart, only occur in borrowed words from Spanish."
519,olut1240,519,ɡ,stan1288,178,yes,new phoneme,to be checked,"The sounds /b/, /d/, /g/ and /f/, which are not listed in the previous chart, only occur in borrowed words from Spanish."
520,olut1240,520,l,stan1288,178,mostly,new phoneme,to be checked,"The phonemes /l/, /r/ and /rr/ only occur in onomatopoetic words, sound symbolic words and loan words. Source language: Spanish?"
521,olut1240,521,r,,178,mostly,new phoneme,to be checked,"The phonemes /l/, /r/ and /rr/ only occur in onomatopoetic words, sound symbolic words and loan words."
522,olut1240,522,ɾ,stan1288,178,mostly,new phoneme,to be checked,"The phonemes /l/, /r/ and /rr/ only occur in onomatopoetic words, sound symbolic words and loan words. Source language: Spanish?"
523,paez1247,523,ɾ,,179,yes,to be checked,to be checked,(loan)
524,paiw1248,524,h,nucl1643,180,yes,new phoneme,no,
525,para1311,525,ð,,181,yes,to be checked,to be checked,(loan)
526,para1311,526,f,,181,yes,to be checked,to be checked,(loan)
527,para1311,527,ɣʷ,,181,yes,to be checked,to be checked,(loan)
528,para1311,528,l,,181,yes,to be checked,to be checked,(loan)
529,para1311,529,ʎ,,181,yes,to be checked,to be checked,(loan)
530,para1311,530,r,,181,yes,to be checked,to be checked,(loan)
531,para1311,531,t̠ʃ,,181,yes,to be checked,to be checked,(loan)
532,para1311,532,xʷ,,181,yes,to be checked,to be checked,(loan)
533,pina1252,533,nd,enga1252,182,yes,new phoneme,prenasalized,appers only in names and place names
534,pina1252,534,ŋɡ,enga1252,182,yes,new phoneme,prenasalized,appers only in names and place names
535,pipi1250,535,b,stan1288,183,yes,new phoneme,to be checked,no voiced obstruents in the native inventory
536,pipi1250,536,d,stan1288,183,yes,new phoneme,to be checked,simoo 'cement' from French. Many others stems with s are non-basic vocabulary for
537,pipi1250,537,f,stan1288,183,yes,new phoneme,to be checked,"comb' versus sambu, sombu 'lift (child to chest)'."
538,pipi1250,538,ɡ,stan1288,183,yes,new phoneme,to be checked,which loanword origins may be suspected. A partial minimal pair is sombu 'wooden
539,pure1242,539,b,,184,yes,to be checked,to be checked,(loan)
540,pure1242,540,d,,184,yes,to be checked,to be checked,(loan)
541,pure1242,541,f,,184,yes,to be checked,to be checked,(loan)
542,pure1242,542,ɡ,,184,yes,to be checked,to be checked,(loan)
543,pure1242,543,l,,184,yes,to be checked,to be checked,(loan)
544,pure1242,544,ɲ,,184,yes,to be checked,to be checked,(loan)
545,chal1275,545,ðˤ,,185,yes,to be checked,to be checked,
546,chal1275,546,ɸ,,185,yes,to be checked,to be checked,
547,chal1275,547,t̠ʃ,,185,yes,to be checked,to be checked,
548,quil1240,548,ɡ,stan1293,186,yes,new phoneme,no,"All words with g seem to be loanwords, although one is uncertain."
549,quil1240,549,m,stan1293,186,yes,new phoneme,to be checked,The language dislikes nasals very much
550,rama1270,550,t̠ʃ,misk1243,187,unknown,new phoneme,to be checked,
551,rama1270,551,z,misk1243,187,unknown,new phoneme,to be checked,
552,rian1263,552,ʈ,kima1246,188,no,unknown,retroflex,"marginal phoneme, may be due to loans"
553,saba1265,553,ɡ,,189,yes,to be checked,to be checked,(loan)
554,saek1240,554,f,"laoo1244,thai1261",190,yes,new phoneme,to be checked,
555,yaku1245,555,f,,191,yes,to be checked,to be checked,(loan)
556,yaku1245,556,p,,191,unknown,to be checked,to be checked,"(limited,loan)"
557,yaku1245,557,ʃ,,191,unknown,to be checked,to be checked,"(loan,limited)"
558,yaku1245,558,v,,191,yes,to be checked,to be checked,(loan)
559,yaku1245,559,z,,191,yes,to be checked,to be checked,(loan)
560,yaku1245,560,ʒ,,191,yes,to be checked,to be checked,(loan)
561,sanm1295,561,ɣ,stan1288,192,yes,to be checked,to be checked,deleted with some speakers
562,sanm1295,562,p,stan1288,192,yes,to be checked,to be checked,
563,sanm1295,563,ɸʷ,stan1288,192,yes,to be checked,to be checked,"occurs at least once and corresponds to Spanish [fw] (fuerza), may be analyzed as loaned [ɸ] + native [w]? only native bilabial phoneme in the dialect is /b/, which has the regular intervocallic allophone [β], and an allophone [][ɸʷ] documented once. no [f]/[v]"
564,sana1291,564,ħ,,193,yes,to be checked,to be checked,
565,sana1291,565,rː,,193,yes,to be checked,to be checked,
566,sana1291,566,t̠ʃ,,193,yes,to be checked,to be checked,
567,sana1291,567,zˤ,,193,yes,to be checked,to be checked,
568,sand1270,568,ɪ,mand1415,194,yes,to be checked,to be checked,the authors consider it to be an allophone of /i/
569,sand1270,569,pʷ,mand1415,194,yes,to be checked,to be checked,"native (sizable) phoneme inventory includes [p ts s], as well as aspirated, palatalized and labialized consonants"
570,sand1270,570,pʷʰ,mand1415,194,no,to be checked,to be checked,"only for spelling the family name Pan or for spelling this syllable in modern Chinese loan words. native (sizable) phoneme inventory includes [p ts s], as well as aspirated, palatalized and labialized consonants"
571,sand1270,571,sʷ,mand1415,194,yes,to be checked,to be checked,"native (sizable) phoneme inventory includes [p ts s], as well as aspirated, palatalized and labialized consonants"
572,sand1270,572,tsʲʰ,mand1415,194,yes,to be checked,to be checked,"native (sizable) phoneme inventory includes [p ts s], as well as aspirated, palatalized and labialized consonants"
573,sand1270,573,tsʷ,mand1415,194,yes,to be checked,to be checked,"native (sizable) phoneme inventory includes [p ts s], as well as aspirated, palatalized and labialized consonants"
574,sand1270,574,tsʷʰ,mand1415,194,yes,to be checked,to be checked,"native (sizable) phoneme inventory includes [p ts s], as well as aspirated, palatalized and labialized consonants"
575,saqi1238,575,d̠ʒ,,195,yes,to be checked,to be checked,
576,saqi1238,576,f,,195,yes,to be checked,to be checked,
577,saqi1238,577,ɣ,,195,yes,to be checked,to be checked,
578,saqi1238,578,ħ,,195,yes,to be checked,to be checked,
579,saqi1238,579,t̠ʃ,,195,yes,to be checked,to be checked,
580,saqi1238,580,ʕ,,195,yes,to be checked,to be checked,
581,savo1255,581,f,"piji1239,stan1293",196,yes,new phoneme,labiodental,"alternating individually with native /p/ or /β/, depending on the speaker familiarity with Pijin/English, restricted to recent loanwords."
582,sawe1240,582,d,,197,no,phonologization of allophone,no,"used to be an allophone of /r/ after a nasal, most non-post-nasal occurences are in loanwords. probably an old phonologization."
583,sawe1240,583,k,,197,yes,new phoneme,no,unclear if really a loan
584,sawe1240,584,p,,197,yes,new phoneme,no,
585,nort3139,585,ʔ,,198,yes,to be checked,to be checked,
586,shix1238,586,ɖʐ,east2344,199,mostly,to be checked,unknown,"The borrowing language is also known as Shixing, which name is used for both Lower and Upper Xumi."
587,shix1238,587,ɲ̊,east2344,199,yes,to be checked,to be checked,"The borrowing language is also known as Shixing, which name is used for both Lower and Upper Xumi."
588,shix1238,588,ŋ̊,east2344,199,yes,to be checked,to be checked,"The borrowing language is also known as Shixing, which name is used for both Lower and Upper Xumi."
589,shix1238,589,ʈʂ,east2344,199,mostly,to be checked,unknown,"The borrowing language is also known as Shixing, which name is used for both Lower and Upper Xumi."
590,shix1238,590,ʈʂʰ,east2344,199,mostly,to be checked,unknown,"The borrowing language is also known as Shixing, which name is used for both Lower and Upper Xumi."
591,shor1247,591,ɕː,russ1263,200,yes,other distributional change,unknown,
